username,in_reply_to_screen_name,full_text,Cleaned_Text,Tokenized_Text,Formalized_Text,Stopword_Removed_Text,Stemmed_Text,BERT_Label,VADER_Label
blackjnnie_,mcnoban,@mcnoban Kamu terlalu sehat ya jadi bahasannya stunting wkwk,mcnoban kamu terlalu sehat ya jadi bahasannya stunting wkwk,"['mcnoban', 'kamu', 'terlalu', 'sehat', 'ya', 'jadi', 'bahasannya', 'stunting', 'wkwk']","['mcnoban', 'kamu', 'terlalu', 'sehat', 'iya', 'jadi', 'bahasannya', 'stunting', 'haha']",mcnoban sehat bahasannya stunting haha,"['mcnoban', 'sehat', 'bahas', 'stunting', 'haha']",negative,positive
Eiduart66,Mdy_Asmara1701,@Mdy_Asmara1701 Uji coba untuk mengurangi populasi bukan mencegah stunting,mdy uji coba untuk mengurangi populasi bukan mencegah stunting,"['mdy', 'uji', 'coba', 'untuk', 'mengurangi', 'populasi', 'bukan', 'mencegah', 'stunting']","['mdy', 'uji', 'coba', 'untuk', 'mengurangi', 'populasi', 'bukan', 'mencegah', 'stunting']",mdy uji mengurangi populasi mencegah stunting,"['mdy', 'uji', 'kurang', 'populasi', 'cegah', 'stunting']",neutral,neutral
Dellaalivia1,lps_idic,@lps_idic Program kegiatan Perduli bakti bagi negeri memjadi kebanggaan kita semu' karna kegiatan sosial ini sangat membantu masyarakat dalam menurunkan tingkat stunting yang ada di wilayah Jawa barat semoga kehiatan ini juga akan ada di kota kota lain bisa jawa te gah jawa timur Dll,lps idic program kegiatan perduli bakti bagi negeri memjadi kebanggaan kita semu karna kegiatan sosial ini sangat membantu masyarakat dalam menurunkan tingkat stunting yang ada di wilayah jawa barat semoga kehiatan ini juga akan ada di kota kota lain bisa jawa te gah jawa timur dll,"['lps', 'idic', 'program', 'kegiatan', 'perduli', 'bakti', 'bagi', 'negeri', 'memjadi', 'kebanggaan', 'kita', 'semu', 'karna', 'kegiatan', 'sosial', 'ini', 'sangat', 'membantu', 'masyarakat', 'dalam', 'menurunkan', 'tingkat', 'stunting', 'yang', 'ada', 'di', 'wilayah', 'jawa', 'barat', 'semoga', 'kehiatan', 'ini', 'juga', 'akan', 'ada', 'di', 'kota', 'kota', 'lain', 'bisa', 'jawa', 'te', 'gah', 'jawa', 'timur', 'dll']","['lps', 'idic', 'program', 'kegiatan', 'perduli', 'bakti', 'bagi', 'negeri', 'memjadi', 'kebanggaan', 'kita', 'semu', 'karena', 'kegiatan', 'sosial', 'ini', 'sangat', 'membantu', 'masyarakat', 'dalam', 'menurunkan', 'tingkat', 'stunting', 'yang', 'ada', 'di', 'wilayah', 'jawa', 'barat', 'semoga', 'kehiatan', 'ini', 'ya', 'akan', 'ada', 'di', 'kota', 'kota', 'lain', 'bisa', 'jawa', 'te', 'gah', 'jawa', 'timur', 'dan lain-lain']",lps idic program kegiatan perduli bakti negeri memjadi kebanggaan semu kegiatan sosial membantu masyarakat menurunkan tingkat stunting wilayah jawa barat semoga kehiatan kota kota jawa te gah jawa timur lainlain,"['lps', 'idic', 'program', 'giat', 'duli', 'bakti', 'negeri', 'memjadi', 'bangga', 'semu', 'giat', 'sosial', 'bantu', 'masyarakat', 'turun', 'tingkat', 'stunting', 'wilayah', 'jawa', 'barat', 'moga', 'kehiatan', 'kota', 'kota', 'jawa', 'te', 'gah', 'jawa', 'timur', 'lainlain']",positive,neutral
manemismem,SoftWarNews,@SoftWarNews dikit amat,softwarnews dikit amat,"['softwarnews', 'dikit', 'amat']","['softwarnews', 'dikit', 'amat']",softwarnews dikit,"['softwarnews', 'dikit']",neutral,neutral
munjuwita,lps_idic,@lps_idic LPS Peduli Bakti Bagi Negeri dan Yayasan CARE Indonesia tahu betul bahwa stunting menjadi masalah yang cukup serius dan harus diatasi demi mewujudkan generasi yang lebih sehat. Dengan bantuan makanan tambahan bergizi yang diberikan semoga angka stunting dapat ditekan.,lps idic lps peduli bakti bagi negeri dan yayasan care indonesia tahu betul bahwa stunting menjadi masalah yang cukup serius dan harus diatasi demi mewujudkan generasi yang lebih sehat dengan bantuan makanan tambahan bergizi yang diberikan semoga angka stunting dapat ditekan,"['lps', 'idic', 'lps', 'peduli', 'bakti', 'bagi', 'negeri', 'dan', 'yayasan', 'care', 'indonesia', 'tahu', 'betul', 'bahwa', 'stunting', 'menjadi', 'masalah', 'yang', 'cukup', 'serius', 'dan', 'harus', 'diatasi', 'demi', 'mewujudkan', 'generasi', 'yang', 'lebih', 'sehat', 'dengan', 'bantuan', 'makanan', 'tambahan', 'bergizi', 'yang', 'diberikan', 'semoga', 'angka', 'stunting', 'dapat', 'ditekan']","['lps', 'idic', 'lps', 'peduli', 'bakti', 'bagi', 'negeri', 'dan', 'yayasan', 'care', 'indonesia', 'tahu', 'betul', 'bahwa', 'stunting', 'menjadi', 'masalah', 'yang', 'cukup', 'serius', 'dan', 'harus', 'diatasi', 'demi', 'mewujudkan', 'generasi', 'yang', 'lebih', 'sehat', 'dengan', 'bantuan', 'makanan', 'tambahan', 'bergizi', 'yang', 'diberikan', 'semoga', 'angka', 'stunting', 'dapat', 'ditekan']",lps idic lps peduli bakti negeri yayasan care indonesia stunting diatasi mewujudkan generasi sehat bantuan tambahan bergizi semoga angka stunting ditekan,"['lps', 'idic', 'lps', 'peduli', 'bakti', 'negeri', 'yayasan', 'care', 'indonesia', 'stunting', 'atas', 'wujud', 'generasi', 'sehat', 'bantu', 'tambah', 'gizi', 'moga', 'angka', 'stunting', 'tekan']",neutral,positive
pialina_pia,lps_idic,@lps_idic LPS melalui LPS Peduli Bakti Negeri bersama Yayasan CARE Indonesia membantu cegah stunting dengan memberikan bantuan makanan tambahan yang bergizi kepada anak-anak dan ibu hamil. Untuk generasi yang sehat dan bebas stunting mari dukung program serupa yang dilakukan LPS.,lps idic lps melalui lps peduli bakti negeri bersama yayasan care indonesia membantu cegah stunting dengan memberikan bantuan makanan tambahan yang bergizi kepada anak anak dan ibu hamil untuk generasi yang sehat dan bebas stunting mari dukung program serupa yang dilakukan lps,"['lps', 'idic', 'lps', 'melalui', 'lps', 'peduli', 'bakti', 'negeri', 'bersama', 'yayasan', 'care', 'indonesia', 'membantu', 'cegah', 'stunting', 'dengan', 'memberikan', 'bantuan', 'makanan', 'tambahan', 'yang', 'bergizi', 'kepada', 'anak', 'anak', 'dan', 'ibu', 'hamil', 'untuk', 'generasi', 'yang', 'sehat', 'dan', 'bebas', 'stunting', 'mari', 'dukung', 'program', 'serupa', 'yang', 'dilakukan', 'lps']","['lps', 'idic', 'lps', 'melalui', 'lps', 'peduli', 'bakti', 'negeri', 'bersama', 'yayasan', 'care', 'indonesia', 'membantu', 'cegah', 'stunting', 'dengan', 'memberikan', 'bantuan', 'makanan', 'tambahan', 'yang', 'bergizi', 'kepada', 'anak', 'anak', 'dan', 'ibu', 'hamil', 'untuk', 'generasi', 'yang', 'sehat', 'dan', 'bebas', 'stunting', 'mari', 'dukung', 'program', 'serupa', 'yang', 'dilakukan', 'lps']",lps idic lps lps peduli bakti negeri yayasan care indonesia membantu cegah stunting bantuan tambahan bergizi anak anak hamil generasi sehat bebas stunting mari dukung program lps,"['lps', 'idic', 'lps', 'lps', 'peduli', 'bakti', 'negeri', 'yayasan', 'care', 'indonesia', 'bantu', 'cegah', 'stunting', 'bantu', 'tambah', 'gizi', 'anak', 'anak', 'hamil', 'generasi', 'sehat', 'bebas', 'stunting', 'mari', 'dukung', 'program', 'lps']",neutral,positive
indina85941205,bennysiauw89,@bennysiauw89 Mereka lupa juga para praktisi obat alternatif ngga sedikit yang cari cuan dengan menjual snake oil dan menjauhkan pasien dari pengobatan berbasis bukti. Pernah denger di podcast horror ada anak dibilang kena santet sampe stunting pas santetnya dibilang ilang baru (cont),mereka lupa juga para praktisi obat alternatif ngga sedikit yang cari cuan dengan menjual snake oil dan menjauhkan pasien dari pengobatan berbasis bukti pernah denger di podcast horror ada anak dibilang kena santet sampe stunting pas santetnya dibilang ilang baru cont,"['mereka', 'lupa', 'juga', 'para', 'praktisi', 'obat', 'alternatif', 'ngga', 'sedikit', 'yang', 'cari', 'cuan', 'dengan', 'menjual', 'snake', 'oil', 'dan', 'menjauhkan', 'pasien', 'dari', 'pengobatan', 'berbasis', 'bukti', 'pernah', 'denger', 'di', 'podcast', 'horror', 'ada', 'anak', 'dibilang', 'kena', 'santet', 'sampe', 'stunting', 'pas', 'santetnya', 'dibilang', 'ilang', 'baru', 'cont']","['mereka', 'lupa', 'ya', 'para', 'praktisi', 'obat', 'alternatif', 'tidak', 'sedikit', 'yang', 'cari', 'cuan', 'dengan', 'menjual', 'snake', 'oil', 'dan', 'menjauhkan', 'pasien', 'dari', 'pengobatan', 'berbasis', 'bukti', 'pernah', 'denger', 'di', 'podcast', 'horror', 'ada', 'anak', 'dibilang', 'kena', 'santet', 'sampai', 'stunting', 'pas', 'santetnya', 'dibilang', 'hilang', 'baru', 'cont']",lupa praktisi obat alternatif cari cuan menjual snake oil menjauhkan pasien pengobatan berbasis bukti denger podcast horror anak dibilang kena santet stunting santetnya dibilang cont,"['lupa', 'praktisi', 'obat', 'alternatif', 'cari', 'cuan', 'jual', 'snake', 'oil', 'jauh', 'pasien', 'obat', 'bas', 'bukti', 'denger', 'podcast', 'horror', 'anak', 'bilang', 'kena', 'santet', 'stunting', 'santet', 'bilang', 'cont']",neutral,negative
PemKabTangerang,PemKabTangerang, Kecerdasan anak itu tergantung dari protein ini salah satu antisipasi juga memberikan contoh agar jangan sampai Kabupaten Tangerang ini menjadi generasi stunting dan orang tua bisa...,kecerdasan anak itu tergantung dari protein ini salah satu antisipasi juga memberikan contoh agar jangan sampai kabupaten tangerang ini menjadi generasi stunting dan orang tua bisa,"['kecerdasan', 'anak', 'itu', 'tergantung', 'dari', 'protein', 'ini', 'salah', 'satu', 'antisipasi', 'juga', 'memberikan', 'contoh', 'agar', 'jangan', 'sampai', 'kabupaten', 'tangerang', 'ini', 'menjadi', 'generasi', 'stunting', 'dan', 'orang', 'tua', 'bisa']","['kecerdasan', 'anak', 'itu', 'tergantung', 'dari', 'protein', 'ini', 'salah', 'satu', 'antisipasi', 'ya', 'memberikan', 'contoh', 'agar', 'jangan', 'sampai', 'kabupaten', 'tangerang', 'ini', 'menjadi', 'generasi', 'stunting', 'dan', 'orang', 'tua', 'bisa']",kecerdasan anak tergantung protein salah antisipasi contoh kabupaten tangerang generasi stunting orang tua,"['cerdas', 'anak', 'gantung', 'protein', 'salah', 'antisipasi', 'contoh', 'kabupaten', 'tangerang', 'generasi', 'stunting', 'orang', 'tua']",neutral,neutral
kalvatra,tanyarlfes,@tanyarlfes udah salah ngotot. stunting lo ya?,tanyarlfes udah salah ngotot stunting lo ya,"['tanyarlfes', 'udah', 'salah', 'ngotot', 'stunting', 'lo', 'ya']","['tanyarlfes', 'sudah', 'salah', 'ngotot', 'stunting', 'kamu', 'iya']",tanyarlfes salah ngotot stunting,"['tanyarlfes', 'salah', 'ngotot', 'stunting']",negative,neutral
Giacinta__,Giacinta__,Pokoknya with this program diharapkan angka stunting bisa turun dan generasi masa depan Timika jadi lebih sehat dan produktif.,pokoknya with this program diharapkan angka stunting bisa turun dan generasi masa depan timika jadi lebih sehat dan produktif,"['pokoknya', 'with', 'this', 'program', 'diharapkan', 'angka', 'stunting', 'bisa', 'turun', 'dan', 'generasi', 'masa', 'depan', 'timika', 'jadi', 'lebih', 'sehat', 'dan', 'produktif']","['pokoknya', 'with', 'this', 'program', 'diharapkan', 'angka', 'stunting', 'bisa', 'turun', 'dan', 'generasi', 'masa', 'depan', 'timika', 'jadi', 'lebih', 'sehat', 'dan', 'produktif']",pokoknya with this program diharapkan angka stunting turun generasi timika sehat produktif,"['pokok', 'with', 'this', 'program', 'harap', 'angka', 'stunting', 'turun', 'generasi', 'timika', 'sehat', 'produktif']",neutral,neutral
Giacinta__,Giacinta__,Stunting itu guys basically kondisi di mana anak-anak nggak tumbuh maksimal karena kekurangan gizi sejak kecil.,stunting itu guys basically kondisi di mana anak anak nggak tumbuh maksimal karena kekurangan gizi sejak kecil,"['stunting', 'itu', 'guys', 'basically', 'kondisi', 'di', 'mana', 'anak', 'anak', 'nggak', 'tumbuh', 'maksimal', 'karena', 'kekurangan', 'gizi', 'sejak', 'kecil']","['stunting', 'itu', 'teman-teman', 'basically', 'kondisi', 'di', 'mana', 'anak', 'anak', 'tidak', 'tumbuh', 'maksimal', 'karena', 'kekurangan', 'gizi', 'sejak', 'kecil']",stunting temanteman basically kondisi anak anak tumbuh maksimal kekurangan gizi,"['stunting', 'temanteman', 'basically', 'kondisi', 'anak', 'anak', 'tumbuh', 'maksimal', 'kurang', 'gizi']",neutral,neutral
Giacinta__,Giacinta__,Lewat program PMT-P ini mereka ngasih makanan tambahan yang gizinya pas banget buat bantu tumbuh kembang balita biar nggak kena stunting. Keren kan? ,lewat program pmt p ini mereka ngasih makanan tambahan yang gizinya pas banget buat bantu tumbuh kembang balita biar nggak kena stunting keren kan,"['lewat', 'program', 'pmt', 'p', 'ini', 'mereka', 'ngasih', 'makanan', 'tambahan', 'yang', 'gizinya', 'pas', 'banget', 'buat', 'bantu', 'tumbuh', 'kembang', 'balita', 'biar', 'nggak', 'kena', 'stunting', 'keren', 'kan']","['lewat', 'program', 'pmt', 'p', 'ini', 'mereka', 'memberikan', 'makanan', 'tambahan', 'yang', 'gizinya', 'pas', 'sangat', 'buat', 'bantu', 'tumbuh', 'kembang', 'balita', 'biar', 'tidak', 'kena', 'stunting', 'keren', 'kan']",program pmt p tambahan gizinya bantu tumbuh kembang balita kena stunting keren,"['program', 'pmt', 'p', 'tambah', 'gizi', 'bantu', 'tumbuh', 'kembang', 'balita', 'kena', 'stunting', 'keren']",neutral,neutral
mikomiki858,lps_idic,@lps_idic Bangga dengan LPS yang selalu mengadakan programPeduli bakti bagi negeri dengan bantu penurunan angka stunting di Jawa Barat.,lps idic bangga dengan lps yang selalu mengadakan programpeduli bakti bagi negeri dengan bantu penurunan angka stunting di jawa barat,"['lps', 'idic', 'bangga', 'dengan', 'lps', 'yang', 'selalu', 'mengadakan', 'programpeduli', 'bakti', 'bagi', 'negeri', 'dengan', 'bantu', 'penurunan', 'angka', 'stunting', 'di', 'jawa', 'barat']","['lps', 'idic', 'bangga', 'dengan', 'lps', 'yang', 'selalu', 'mengadakan', 'programpeduli', 'bakti', 'bagi', 'negeri', 'dengan', 'bantu', 'penurunan', 'angka', 'stunting', 'di', 'jawa', 'barat']",lps idic bangga lps mengadakan programpeduli bakti negeri bantu penurunan angka stunting jawa barat,"['lps', 'idic', 'bangga', 'lps', 'ada', 'programpeduli', 'bakti', 'negeri', 'bantu', 'turun', 'angka', 'stunting', 'jawa', 'barat']",neutral,neutral
titira111,lps_idic,@lps_idic Keren banget LPS' bantu Warga jawa barat untuk penurunan Stunting. Bantuan yang diberikan diharapkan dapat berpengaruh kepada generasi muda di masa depan. Selain itu dukungan program ini diharapkan dapat meningkatkan kesadaran masyarakat,lps idic keren banget lps bantu warga jawa barat untuk penurunan stunting bantuan yang diberikan diharapkan dapat berpengaruh kepada generasi muda di masa depan selain itu dukungan program ini diharapkan dapat meningkatkan kesadaran masyarakat,"['lps', 'idic', 'keren', 'banget', 'lps', 'bantu', 'warga', 'jawa', 'barat', 'untuk', 'penurunan', 'stunting', 'bantuan', 'yang', 'diberikan', 'diharapkan', 'dapat', 'berpengaruh', 'kepada', 'generasi', 'muda', 'di', 'masa', 'depan', 'selain', 'itu', 'dukungan', 'program', 'ini', 'diharapkan', 'dapat', 'meningkatkan', 'kesadaran', 'masyarakat']","['lps', 'idic', 'keren', 'sangat', 'lps', 'bantu', 'warga', 'jawa', 'barat', 'untuk', 'penurunan', 'stunting', 'bantuan', 'yang', 'diberikan', 'diharapkan', 'dapat', 'berpengaruh', 'kepada', 'generasi', 'muda', 'di', 'masa', 'depan', 'selain', 'itu', 'dukungan', 'program', 'ini', 'diharapkan', 'dapat', 'meningkatkan', 'kesadaran', 'masyarakat']",lps idic keren lps bantu warga jawa barat penurunan stunting bantuan diharapkan berpengaruh generasi muda dukungan program diharapkan meningkatkan kesadaran masyarakat,"['lps', 'idic', 'keren', 'lps', 'bantu', 'warga', 'jawa', 'barat', 'turun', 'stunting', 'bantu', 'harap', 'pengaruh', 'generasi', 'muda', 'dukung', 'program', 'harap', 'tingkat', 'sadar', 'masyarakat']",positive,neutral
HetianTENDING,AvenTENDING,@AvenTENDING lu kok stunting ven,aventending lu kok stunting ven,"['aventending', 'lu', 'kok', 'stunting', 'ven']","['aventending', 'kamu', 'kok', 'stunting', 'ven']",aventending stunting ven,"['aventending', 'stunting', 'ven']",positive,neutral
sayangzeus,sayangzeus,ngeluh ujung2nya anak stunting dan bikin daya tangkap mereka kurang. Ngajarin sendiri? Tuh pas covid aja byk yg ngeluh ngajarin anak sendiri yg ga bisa2. Akhirnya nyerahin semua ke guru yg udah byk beban administrasi dan siswa yg harus diperhatiin itu puluhan nadiem ,ngeluh anak stunting dan bikin daya tangkap mereka kurang ngajarin sendiri tuh pas covid aja byk yg ngeluh ngajarin anak sendiri yg ga akhirnya nyerahin semua ke guru yg udah byk beban administrasi dan siswa yg harus diperhatiin itu puluhan nadiem,"['ngeluh', 'anak', 'stunting', 'dan', 'bikin', 'daya', 'tangkap', 'mereka', 'kurang', 'ngajarin', 'sendiri', 'tuh', 'pas', 'covid', 'aja', 'byk', 'yg', 'ngeluh', 'ngajarin', 'anak', 'sendiri', 'yg', 'ga', 'akhirnya', 'nyerahin', 'semua', 'ke', 'guru', 'yg', 'udah', 'byk', 'beban', 'administrasi', 'dan', 'siswa', 'yg', 'harus', 'diperhatiin', 'itu', 'puluhan', 'nadiem']","['ngeluh', 'anak', 'stunting', 'dan', 'bikin', 'daya', 'tangkap', 'mereka', 'kurang', 'ngajarin', 'sendiri', 'tuh', 'pas', 'covid', 'saja', 'banyak', 'yang', 'ngeluh', 'ngajarin', 'anak', 'sendiri', 'yang', 'ga', 'akhirnya', 'nyerahin', 'semua', 'ke', 'guru', 'yang', 'sudah', 'banyak', 'beban', 'administrasi', 'dan', 'siswa', 'yang', 'harus', 'diperhatiin', 'itu', 'puluhan', 'nadiem']",ngeluh anak stunting daya tangkap ngajarin covid ngeluh ngajarin anak nyerahin guru beban administrasi siswa diperhatiin puluhan nadiem,"['ngeluh', 'anak', 'stunting', 'daya', 'tangkap', 'ngajarin', 'covid', 'ngeluh', 'ngajarin', 'anak', 'nyerahin', 'guru', 'beban', 'administrasi', 'siswa', 'diperhatiin', 'puluh', 'nadiem']",negative,neutral
belum_dilantik,belum_dilantik,Disclaimer gue udh bukan bagian dr fandom. Gue dg sukarela dan kecewa stlh insiden kentang goreng stunting memutuskan untuk leave. Dan gue ngerasa hal2 kek gini tuh sebenarnya sesederhana banget g perlu diingetin dan dikasi tua. Kan katanya educated kan ,disclaimer gue udh bukan bagian dr fandom gue dg sukarela dan kecewa stlh insiden kentang goreng stunting memutuskan untuk leave dan gue ngerasa kek gini tuh sebenarnya sesederhana banget g perlu diingetin dan dikasi tua kan katanya educated kan,"['disclaimer', 'gue', 'udh', 'bukan', 'bagian', 'dr', 'fandom', 'gue', 'dg', 'sukarela', 'dan', 'kecewa', 'stlh', 'insiden', 'kentang', 'goreng', 'stunting', 'memutuskan', 'untuk', 'leave', 'dan', 'gue', 'ngerasa', 'kek', 'gini', 'tuh', 'sebenarnya', 'sesederhana', 'banget', 'g', 'perlu', 'diingetin', 'dan', 'dikasi', 'tua', 'kan', 'katanya', 'educated', 'kan']","['disclaimer', 'saya', 'udh', 'bukan', 'bagian', 'dr', 'fandom', 'saya', 'dg', 'sukarela', 'dan', 'kecewa', 'setelah', 'insiden', 'kentang', 'goreng', 'stunting', 'memutuskan', 'untuk', 'leave', 'dan', 'saya', 'ngerasa', 'seperti', 'gini', 'tuh', 'sebenarnya', 'sesederhana', 'sangat', 'g', 'perlu', 'diingetin', 'dan', 'dikasi', 'tua', 'kan', 'katanya', 'educated', 'kan']",disclaimer udh dr fandom sukarela kecewa insiden kentang goreng stunting memutuskan leave ngerasa sesederhana diingetin dikasi tua educated,"['disclaimer', 'udh', 'dr', 'fandom', 'sukarela', 'kecewa', 'insiden', 'kentang', 'goreng', 'stunting', 'putus', 'leave', 'ngerasa', 'sederhana', 'diingetin', 'kasi', 'tua', 'educated']",negative,negative
DiskominfoPWK,DiskominfoPWK,Ayo Cegah Stunting! Cegah Stunting Itu Penting! #DiskominfoPurwakarta #PurwakartaIstimewa #TPPS #TimPercepatanPenurunanStuntingKabupatenPurwakarta https://t.co/03ITW80s3F,ayo cegah stunting cegah stunting itu penting diskominfopurwakarta purwakartaistimewa tpps timpercepatanpenurunanstuntingkabupatenpurwakarta,"['ayo', 'cegah', 'stunting', 'cegah', 'stunting', 'itu', 'penting', 'diskominfopurwakarta', 'purwakartaistimewa', 'tpps', 'timpercepatanpenurunanstuntingkabupatenpurwakarta']","['ayo', 'cegah', 'stunting', 'cegah', 'stunting', 'itu', 'penting', 'diskominfopurwakarta', 'purwakartaistimewa', 'tpps', 'timpercepatanpenurunanstuntingkabupatenpurwakarta']",cegah stunting cegah stunting diskominfopurwakarta purwakartaistimewa tpps timpercepatanpenurunanstuntingkabupatenpurwakarta,"['cegah', 'stunting', 'cegah', 'stunting', 'diskominfopurwakarta', 'purwakartaistimewa', 'tpps', 'timpercepatanpenurunanstuntingkabupatenpurwakarta']",neutral,neutral
DiskominfoPWK,DiskominfoPWK,dan meningkatkan kerentanan terhadap penyakit tetapi juga mengancam perkembangan kognitif yang akan berpengaruh pada tingkat kecerdasan saat ini dan produktivitas anak di masa dewasanya. Stunting bukan sekadar angka. Yuk kita mencegahnya bersama-sama Sobatnet! https://t.co/sfN7WzkjvC,dan meningkatkan kerentanan terhadap penyakit tetapi juga mengancam perkembangan kognitif yang akan berpengaruh pada tingkat kecerdasan saat ini dan produktivitas anak di masa dewasanya stunting bukan sekadar angka yuk kita mencegahnya bersama sama sobatnet,"['dan', 'meningkatkan', 'kerentanan', 'terhadap', 'penyakit', 'tetapi', 'juga', 'mengancam', 'perkembangan', 'kognitif', 'yang', 'akan', 'berpengaruh', 'pada', 'tingkat', 'kecerdasan', 'saat', 'ini', 'dan', 'produktivitas', 'anak', 'di', 'masa', 'dewasanya', 'stunting', 'bukan', 'sekadar', 'angka', 'yuk', 'kita', 'mencegahnya', 'bersama', 'sama', 'sobatnet']","['dan', 'meningkatkan', 'kerentanan', 'terhadap', 'penyakit', 'tetapi', 'ya', 'mengancam', 'perkembangan', 'kognitif', 'yang', 'akan', 'berpengaruh', 'pada', 'tingkat', 'kecerdasan', 'saat', 'ini', 'dan', 'produktivitas', 'anak', 'di', 'masa', 'dewasanya', 'stunting', 'bukan', 'sekadar', 'angka', 'ayo', 'kita', 'mencegahnya', 'bersama', 'sama', 'sobatnet']",meningkatkan kerentanan penyakit mengancam perkembangan kognitif berpengaruh tingkat kecerdasan produktivitas anak dewasanya stunting angka mencegahnya sobatnet,"['tingkat', 'rentan', 'sakit', 'ancam', 'kembang', 'kognitif', 'pengaruh', 'tingkat', 'cerdas', 'produktivitas', 'anak', 'dewasa', 'stunting', 'angka', 'cegah', 'sobatnet']",neutral,neutral
